,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes
674,odisha,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
675,odisha,2004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
676,odisha,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
677,odisha,2004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
678,odisha,2004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,punjab,2004,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
681,punjab,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
682,punjab,2004,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
683,punjab,2004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
684,punjab,2004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
685,rajasthan,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
686,rajasthan,2004,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
687,rajasthan,2004,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
688,rajasthan,2004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
689,rajasthan,2004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
690,rajasthan,2004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
691,rajasthan,2004,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
692,rajasthan,2004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
693,rajasthan,2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
695,tamil nadu,2004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
696,tamil nadu,2004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
697,tamil nadu,2004,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
698,tamil nadu,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
699,tamil nadu,2004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,tamil nadu,2004,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
701,tamil nadu,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
702,tamil nadu,2004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
703,tamil nadu,2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
704,tamil nadu,2004,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
706,uttar pradesh,2004,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
707,uttar pradesh,2004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
708,uttar pradesh,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
709,uttar pradesh,2004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
710,uttar pradesh,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
711,uttar pradesh,2004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
712,uttar pradesh,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
713,uttar pradesh,2004,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
714,uttar pradesh,2004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,uttar pradesh,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
716,uttar pradesh,2004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
717,uttar pradesh,2004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
718,uttar pradesh,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
719,uttar pradesh,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
720,uttar pradesh,2004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,uttar pradesh,2004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
722,uttar pradesh,2004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
723,uttar pradesh,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
724,uttarakhand,2004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
725,uttarakhand,2004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
727,uttarakhand,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,west bengal,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
730,west bengal,2004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
731,west bengal,2004,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
732,west bengal,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
733,west bengal,2004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
734,west bengal,2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
739,delhi,2004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
740,delhi,2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
741,delhi,2004,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,delhi,2004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,andhra pradesh,2005,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
746,andhra pradesh,2005,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
747,andhra pradesh,2005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
748,andhra pradesh,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,andhra pradesh,2005,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
750,andhra pradesh,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
751,andhra pradesh,2005,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
752,andhra pradesh,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,arunachal pradesh,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
754,arunachal pradesh,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,arunachal pradesh,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
756,arunachal pradesh,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,assam,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
759,assam,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
760,assam,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,assam,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
762,assam,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
763,assam,2005,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
765,bihar,2005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,bihar,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
767,bihar,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,bihar,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
769,bihar,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
770,bihar,2005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
771,bihar,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
772,bihar,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
773,bihar,2005,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
774,bihar,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,bihar,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
776,chhattisgarh,2005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
777,chhattisgarh,2005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
778,chhattisgarh,2005,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
779,chhattisgarh,2005,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
780,chhattisgarh,2005,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
781,chhattisgarh,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
783,gujarat,2005,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
784,gujarat,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
785,gujarat,2005,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
786,gujarat,2005,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
787,gujarat,2005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
788,gujarat,2005,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
789,gujarat,2005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
790,gujarat,2005,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
791,haryana,2005,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
792,haryana,2005,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
793,haryana,2005,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
794,haryana,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,haryana,2005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
797,himachal pradesh,2005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
798,himachal pradesh,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
799,himachal pradesh,2005,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
800,himachal pradesh,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
801,jammu & kashmir,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
804,jammu & kashmir,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
805,jammu & kashmir,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,jharkhand,2005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
808,jharkhand,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
809,jharkhand,2005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
810,jharkhand,2005,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
811,jharkhand,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
812,jharkhand,2005,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
813,karnataka,2005,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
814,karnataka,2005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
815,karnataka,2005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,karnataka,2005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
817,karnataka,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
818,karnataka,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
819,karnataka,2005,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
820,karnataka,2005,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
821,kerala,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,kerala,2005,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
823,kerala,2005,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
824,kerala,2005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,kerala,2005,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
826,madhya pradesh,2005,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
827,madhya pradesh,2005,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
828,madhya pradesh,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
829,madhya pradesh,2005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
830,madhya pradesh,2005,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
831,madhya pradesh,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
832,madhya pradesh,2005,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
833,madhya pradesh,2005,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
834,madhya pradesh,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
835,madhya pradesh,2005,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
836,madhya pradesh,2005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
837,madhya pradesh,2005,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
838,madhya pradesh,2005,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
839,maharashtra,2005,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840,maharashtra,2005,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
841,maharashtra,2005,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,maharashtra,2005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
843,maharashtra,2005,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
844,maharashtra,2005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
845,maharashtra,2005,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
846,maharashtra,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
847,maharashtra,2005,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
848,maharashtra,2005,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
849,maharashtra,2005,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
850,maharashtra,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
851,manipur,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
852,manipur,2005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,meghalaya,2005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
855,meghalaya,2005,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
856,mizoram,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
857,mizoram,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,odisha,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
862,odisha,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
863,odisha,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
864,odisha,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,odisha,2005,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
867,odisha,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
868,odisha,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
869,odisha,2005,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
870,punjab,2005,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
871,punjab,2005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
872,punjab,2005,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
873,punjab,2005,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
874,punjab,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
875,punjab,2005,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,rajasthan,2005,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,rajasthan,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
878,rajasthan,2005,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
879,rajasthan,2005,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
880,rajasthan,2005,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
881,rajasthan,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
882,rajasthan,2005,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
883,rajasthan,2005,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
884,rajasthan,2005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
886,tamil nadu,2005,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
887,tamil nadu,2005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,tamil nadu,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
889,tamil nadu,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,tamil nadu,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
891,tamil nadu,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
892,tamil nadu,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
893,tamil nadu,2005,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
894,tamil nadu,2005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
895,tamil nadu,2005,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
897,uttar pradesh,2005,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
898,uttar pradesh,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
899,uttar pradesh,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
900,uttar pradesh,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
901,uttar pradesh,2005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,uttar pradesh,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,uttar pradesh,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
904,uttar pradesh,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
905,uttar pradesh,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,uttar pradesh,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
907,uttar pradesh,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
908,uttar pradesh,2005,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
909,uttar pradesh,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
910,uttar pradesh,2005,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
911,uttar pradesh,2005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,uttar pradesh,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
913,uttar pradesh,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
914,uttar pradesh,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
915,uttarakhand,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
916,uttarakhand,2005,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
918,uttarakhand,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,west bengal,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
920,west bengal,2005,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
921,west bengal,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
922,west bengal,2005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
923,west bengal,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
924,west bengal,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
925,west bengal,2005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
930,delhi,2005,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
931,delhi,2005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
932,delhi,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
933,delhi,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
936,andhra pradesh,2006,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
937,andhra pradesh,2006,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
938,andhra pradesh,2006,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
939,andhra pradesh,2006,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
940,andhra pradesh,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
941,andhra pradesh,2006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
942,andhra pradesh,2006,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
943,andhra pradesh,2006,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
949,assam,2006,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
950,assam,2006,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
951,assam,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,assam,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
953,assam,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
954,assam,2006,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
956,bihar,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
957,bihar,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
959,bihar,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,bihar,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
961,bihar,2006,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
962,bihar,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
963,bihar,2006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
964,bihar,2006,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
966,bihar,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
967,chhattisgarh,2006,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
968,chhattisgarh,2006,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
969,chhattisgarh,2006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
970,chhattisgarh,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
971,chhattisgarh,2006,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
972,chhattisgarh,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,gujarat,2006,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
975,gujarat,2006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
976,gujarat,2006,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
977,gujarat,2006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
978,gujarat,2006,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
979,gujarat,2006,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
980,gujarat,2006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
981,gujarat,2006,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
982,haryana,2006,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
983,haryana,2006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
984,haryana,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
985,haryana,2006,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
986,haryana,2006,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
