,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes
1891,uttar pradesh,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1892,uttar pradesh,2010,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1893,uttar pradesh,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,uttar pradesh,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1895,uttarakhand,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,uttarakhand,2010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,uttarakhand,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1898,uttarakhand,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,west bengal,2010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,west bengal,2010,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1901,west bengal,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1902,west bengal,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1903,west bengal,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1904,west bengal,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1909,delhi,2010,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1910,delhi,2010,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1911,delhi,2010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,delhi,2010,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1913,delhi,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1916,andhra pradesh,2011,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,andhra pradesh,2011,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1918,andhra pradesh,2011,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1919,andhra pradesh,2011,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1920,andhra pradesh,2011,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1921,andhra pradesh,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,andhra pradesh,2011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1923,andhra pradesh,2011,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1924,andhra pradesh,2011,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1925,arunachal pradesh,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,arunachal pradesh,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,arunachal pradesh,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,arunachal pradesh,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,assam,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,assam,2011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1933,assam,2011,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,assam,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,assam,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1936,assam,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1937,assam,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1938,bihar,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1939,bihar,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,bihar,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,bihar,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,bihar,2011,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1943,bihar,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,bihar,2011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1945,bihar,2011,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1946,bihar,2011,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1947,bihar,2011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1948,bihar,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,chhattisgarh,2011,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1950,chhattisgarh,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1951,chhattisgarh,2011,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1952,chhattisgarh,2011,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1953,chhattisgarh,2011,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1954,chhattisgarh,2011,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1956,gujarat,2011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1957,gujarat,2011,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1958,gujarat,2011,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,gujarat,2011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1960,gujarat,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1961,gujarat,2011,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1962,gujarat,2011,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1963,gujarat,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1964,gujarat,2011,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1965,haryana,2011,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,haryana,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1967,haryana,2011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1968,haryana,2011,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1969,haryana,2011,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1971,himachal pradesh,2011,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1972,himachal pradesh,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,himachal pradesh,2011,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1974,himachal pradesh,2011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1976,jammu & kashmir,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1977,jammu & kashmir,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,jammu & kashmir,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1979,jammu & kashmir,2011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1980,jammu & kashmir,2011,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,jammu & kashmir,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,jammu & kashmir,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,jharkhand,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,jharkhand,2011,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1985,jharkhand,2011,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1987,jharkhand,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,jharkhand,2011,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1990,karnataka,2011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1991,karnataka,2011,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1992,karnataka,2011,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1993,karnataka,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1995,karnataka,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1996,karnataka,2011,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1997,karnataka,2011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1998,karnataka,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1999,kerala,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2000,kerala,2011,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2001,kerala,2011,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2002,kerala,2011,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2003,kerala,2011,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2004,madhya pradesh,2011,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2005,madhya pradesh,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2006,madhya pradesh,2011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2007,madhya pradesh,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,madhya pradesh,2011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2009,madhya pradesh,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2010,madhya pradesh,2011,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,madhya pradesh,2011,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2012,madhya pradesh,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,madhya pradesh,2011,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2014,madhya pradesh,2011,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2015,madhya pradesh,2011,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,madhya pradesh,2011,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2017,madhya pradesh,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018,maharashtra,2011,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2019,maharashtra,2011,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2020,maharashtra,2011,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021,maharashtra,2011,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2022,maharashtra,2011,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,maharashtra,2011,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2024,maharashtra,2011,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2025,maharashtra,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2026,maharashtra,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2027,maharashtra,2011,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2028,maharashtra,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,maharashtra,2011,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2030,manipur,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,manipur,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,manipur,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,meghalaya,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,meghalaya,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2035,mizoram,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2036,mizoram,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,nagaland,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,nagaland,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,nagaland,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,odisha,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2041,odisha,2011,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2042,odisha,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2043,odisha,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,odisha,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,odisha,2011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2046,odisha,2011,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2047,odisha,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,odisha,2011,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2049,punjab,2011,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2050,punjab,2011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2051,punjab,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,punjab,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,punjab,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2054,punjab,2011,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2055,punjab,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2056,rajasthan,2011,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2057,rajasthan,2011,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2058,rajasthan,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2059,rajasthan,2011,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2060,rajasthan,2011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2061,rajasthan,2011,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2062,rajasthan,2011,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2063,rajasthan,2011,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2064,rajasthan,2011,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2065,rajasthan,2011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,rajasthan,2011,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2068,tamil nadu,2011,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2069,tamil nadu,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,tamil nadu,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,tamil nadu,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2072,tamil nadu,2011,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2073,tamil nadu,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2074,tamil nadu,2011,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2075,tamil nadu,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,tamil nadu,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,tamil nadu,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,tripura,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2079,tripura,2011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2080,uttar pradesh,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2081,uttar pradesh,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,uttar pradesh,2011,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2083,uttar pradesh,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,uttar pradesh,2011,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2085,uttar pradesh,2011,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2086,uttar pradesh,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2087,uttar pradesh,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2088,uttar pradesh,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,uttar pradesh,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,uttar pradesh,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2091,uttar pradesh,2011,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2092,uttar pradesh,2011,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,uttar pradesh,2011,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2094,uttar pradesh,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,uttar pradesh,2011,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,uttar pradesh,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2097,uttar pradesh,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,uttar pradesh,2011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2099,uttarakhand,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,uttarakhand,2011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,uttarakhand,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2102,uttarakhand,2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2103,west bengal,2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2104,west bengal,2011,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2105,west bengal,2011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2106,west bengal,2011,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2107,west bengal,2011,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2108,west bengal,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2109,west bengal,2011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2114,delhi,2011,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2115,delhi,2011,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2116,delhi,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,delhi,2011,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2118,delhi,2011,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2121,andhra pradesh,2012,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2122,andhra pradesh,2012,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2123,andhra pradesh,2012,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2124,andhra pradesh,2012,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2125,andhra pradesh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2126,andhra pradesh,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2127,andhra pradesh,2012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2128,andhra pradesh,2012,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2129,andhra pradesh,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2130,arunachal pradesh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,arunachal pradesh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,arunachal pradesh,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2133,arunachal pradesh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,assam,2012,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2136,assam,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2137,assam,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,assam,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,assam,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,assam,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2141,bihar,2012,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2142,bihar,2012,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2143,bihar,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,bihar,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,bihar,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,bihar,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2147,bihar,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2148,bihar,2012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2149,bihar,2012,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,bihar,2012,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2151,bihar,2012,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,chhattisgarh,2012,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2153,chhattisgarh,2012,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2154,chhattisgarh,2012,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2155,chhattisgarh,2012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2156,chhattisgarh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2157,chhattisgarh,2012,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2158,chhattisgarh,2012,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2160,gujarat,2012,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2161,gujarat,2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2162,gujarat,2012,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2163,gujarat,2012,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2164,gujarat,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2165,gujarat,2012,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2166,gujarat,2012,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2167,gujarat,2012,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2168,gujarat,2012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2169,haryana,2012,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2170,haryana,2012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2171,haryana,2012,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2172,haryana,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2173,haryana,2012,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2174,haryana,2012,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2175,himachal pradesh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2176,himachal pradesh,2012,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2177,himachal pradesh,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2178,himachal pradesh,2012,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2182,jammu & kashmir,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2183,jammu & kashmir,2012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
