,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
252,karnataka,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
253,karnataka,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
254,karnataka,2002,5.0,3.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,20.0
255,karnataka,2002,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0
256,kerala,2002,14.0,2.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,28.0
257,kerala,2002,18.0,22.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,30.0,84.0
258,kerala,2002,24.0,20.0,2.0,7.0,0.0,4.0,3.0,0.0,5.0,20.0,85.0
259,kerala,2002,8.0,10.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,14.0,43.0
260,madhya pradesh,2002,11.0,84.0,1.0,13.0,0.0,11.0,0.0,1.0,0.0,136.0,257.0
261,madhya pradesh,2002,4.0,44.0,0.0,9.0,0.0,8.0,0.0,0.0,1.0,104.0,170.0
262,madhya pradesh,2002,2.0,6.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,23.0,38.0
263,madhya pradesh,2002,6.0,48.0,0.0,19.0,0.0,10.0,1.0,0.0,0.0,193.0,277.0
264,madhya pradesh,2002,1.0,14.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,99.0,124.0
265,madhya pradesh,2002,14.0,62.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,149.0,240.0
266,madhya pradesh,2002,7.0,46.0,1.0,14.0,0.0,8.0,0.0,0.0,1.0,30.0,107.0
267,madhya pradesh,2002,6.0,32.0,1.0,11.0,0.0,6.0,0.0,0.0,0.0,127.0,183.0
268,madhya pradesh,2002,6.0,38.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,88.0,145.0
269,madhya pradesh,2002,10.0,52.0,0.0,17.0,1.0,19.0,4.0,0.0,0.0,82.0,185.0
270,madhya pradesh,2002,9.0,31.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,119.0,182.0
271,madhya pradesh,2002,18.0,60.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,310.0,421.0
272,maharashtra,2002,22.0,39.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,1.0,85.0
273,maharashtra,2002,40.0,47.0,3.0,31.0,0.0,16.0,0.0,0.0,2.0,10.0,149.0
274,maharashtra,2002,18.0,41.0,3.0,15.0,1.0,0.0,6.0,0.0,2.0,51.0,137.0
275,maharashtra,2002,36.0,18.0,0.0,16.0,2.0,44.0,0.0,0.0,0.0,5.0,121.0
276,maharashtra,2002,8.0,23.0,1.0,29.0,0.0,16.0,5.0,0.0,3.0,56.0,141.0
277,maharashtra,2002,31.0,63.0,0.0,33.0,0.0,42.0,1.0,0.0,2.0,104.0,276.0
278,maharashtra,2002,15.0,52.0,1.0,21.0,2.0,37.0,7.0,0.0,1.0,54.0,190.0
279,maharashtra,2002,18.0,46.0,0.0,16.0,0.0,41.0,0.0,0.0,1.0,79.0,209.0
280,maharashtra,2002,33.0,69.0,2.0,30.0,1.0,34.0,14.0,1.0,4.0,32.0,220.0
281,maharashtra,2002,21.0,40.0,0.0,16.0,0.0,24.0,0.0,0.0,2.0,26.0,129.0
282,maharashtra,2002,3.0,35.0,0.0,27.0,0.0,16.0,1.0,0.0,1.0,65.0,148.0
283,maharashtra,2002,3.0,18.0,0.0,26.0,0.0,4.0,0.0,0.0,0.0,4.0,55.0
284,manipur,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,manipur,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,manipur,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,meghalaya,2002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
288,meghalaya,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,mizoram,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,mizoram,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,nagaland,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,nagaland,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,nagaland,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,odisha,2002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
295,odisha,2002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
296,odisha,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0
297,odisha,2002,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0
298,odisha,2002,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
299,odisha,2002,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0
300,odisha,2002,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
301,odisha,2002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
302,odisha,2002,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
303,punjab,2002,3.0,12.0,9.0,20.0,0.0,0.0,2.0,0.0,1.0,5.0,52.0
304,punjab,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,punjab,2002,1.0,18.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
306,punjab,2002,5.0,13.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0
307,punjab,2002,2.0,8.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0
308,punjab,2002,2.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0
309,rajasthan,2002,4.0,20.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,53.0
310,rajasthan,2002,3.0,1.0,1.0,8.0,0.0,5.0,1.0,0.0,0.0,0.0,19.0
311,rajasthan,2002,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,12.0
312,rajasthan,2002,3.0,7.0,1.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,37.0
313,rajasthan,2002,6.0,8.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,32.0
314,rajasthan,2002,1.0,0.0,3.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,19.0
315,rajasthan,2002,2.0,1.0,0.0,10.0,0.0,12.0,0.0,0.0,1.0,0.0,26.0
316,rajasthan,2002,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
317,rajasthan,2002,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
318,sikkim,2002,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
319,tamil nadu,2002,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
320,tamil nadu,2002,4.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0
321,tamil nadu,2002,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
322,tamil nadu,2002,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
323,tamil nadu,2002,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0
324,tamil nadu,2002,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,15.0
325,tamil nadu,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,tamil nadu,2002,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
327,tamil nadu,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
328,tamil nadu,2002,9.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
329,tripura,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,uttar pradesh,2002,29.0,30.0,1.0,129.0,0.0,0.0,0.0,0.0,0.0,22.0,211.0
331,uttar pradesh,2002,23.0,23.0,0.0,39.0,0.0,0.0,3.0,0.0,0.0,4.0,92.0
332,uttar pradesh,2002,7.0,15.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,57.0
333,uttar pradesh,2002,46.0,68.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,57.0,239.0
334,uttar pradesh,2002,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,42.0
335,uttar pradesh,2002,30.0,21.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,13.0,115.0
336,uttar pradesh,2002,26.0,20.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,30.0,85.0
337,uttar pradesh,2002,49.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,75.0,156.0
338,uttar pradesh,2002,15.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,58.0
339,uttar pradesh,2002,20.0,16.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,16.0,72.0
340,uttar pradesh,2002,13.0,38.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,11.0,85.0
341,uttar pradesh,2002,35.0,28.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,10.0,106.0
342,uttar pradesh,2002,2.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,39.0,63.0
343,uttar pradesh,2002,37.0,27.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,41.0,134.0
344,uttar pradesh,2002,13.0,26.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,9.0,80.0
345,uttar pradesh,2002,34.0,24.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,84.0
346,uttar pradesh,2002,8.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,42.0
347,uttar pradesh,2002,27.0,32.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,38.0,105.0
348,uttarakhand,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
349,uttarakhand,2002,5.0,8.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,25.0
350,uttarakhand,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
351,uttarakhand,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,west bengal,2002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
353,west bengal,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,west bengal,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
355,west bengal,2002,4.0,16.0,0.0,67.0,0.0,0.0,12.0,0.0,0.0,45.0,144.0
356,west bengal,2002,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0
357,west bengal,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,west bengal,2002,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
359,a&n islands,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,chandigarh,2002,3.0,6.0,0.0,22.0,1.0,8.0,0.0,0.0,0.0,9.0,49.0
361,d&n haveli,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,daman & diu,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,delhi,2002,36.0,146.0,21.0,458.0,0.0,31.0,0.0,0.0,0.0,60.0,752.0
364,delhi,2002,5.0,30.0,0.0,101.0,0.0,12.0,0.0,0.0,0.0,25.0,173.0
365,delhi,2002,13.0,78.0,18.0,252.0,0.0,9.0,0.0,0.0,0.0,15.0,385.0
366,delhi,2002,4.0,22.0,1.0,41.0,0.0,6.0,0.0,0.0,0.0,10.0,84.0
367,lakshadweep,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,puducherry,2002,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,17.0
369,andhra pradesh,2003,22.0,44.0,0.0,111.0,0.0,0.0,0.0,1.0,0.0,2.0,180.0
370,andhra pradesh,2003,3.0,25.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0
371,andhra pradesh,2003,16.0,119.0,0.0,62.0,0.0,34.0,15.0,0.0,2.0,419.0,667.0
372,andhra pradesh,2003,10.0,77.0,0.0,56.0,0.0,0.0,10.0,0.0,0.0,0.0,153.0
373,andhra pradesh,2003,3.0,23.0,0.0,7.0,3.0,0.0,21.0,0.0,0.0,22.0,79.0
374,andhra pradesh,2003,7.0,14.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,33.0,77.0
375,andhra pradesh,2003,57.0,48.0,0.0,72.0,0.0,0.0,0.0,0.0,2.0,21.0,200.0
376,andhra pradesh,2003,1.0,33.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0
377,arunachal pradesh,2003,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
378,arunachal pradesh,2003,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
379,arunachal pradesh,2003,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
380,arunachal pradesh,2003,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
381,assam,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,assam,2003,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
383,assam,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,assam,2003,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,14.0
385,assam,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,assam,2003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
387,assam,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,bihar,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
389,bihar,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,bihar,2003,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
391,bihar,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,bihar,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
393,bihar,2003,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
394,bihar,2003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
395,bihar,2003,1.0,2.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,2.0,18.0
396,bihar,2003,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
397,bihar,2003,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
398,bihar,2003,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
399,chhattisgarh,2003,5.0,20.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,37.0,69.0
400,chhattisgarh,2003,5.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,150.0,177.0
401,chhattisgarh,2003,2.0,22.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,49.0,80.0
402,chhattisgarh,2003,4.0,29.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,5.0,48.0
403,chhattisgarh,2003,13.0,99.0,3.0,27.0,2.0,1.0,0.0,0.0,1.0,94.0,240.0
404,goa,2003,0.0,22.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,16.0,57.0
405,gujarat,2003,4.0,5.0,2.0,16.0,0.0,10.0,0.0,0.0,1.0,45.0,83.0
406,gujarat,2003,7.0,8.0,0.0,31.0,0.0,9.0,1.0,0.0,5.0,49.0,110.0
407,gujarat,2003,11.0,6.0,0.0,11.0,0.0,9.0,1.0,0.0,2.0,22.0,62.0
408,gujarat,2003,3.0,4.0,0.0,25.0,0.0,12.0,0.0,0.0,1.0,14.0,59.0
409,gujarat,2003,3.0,4.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,5.0,37.0
410,gujarat,2003,11.0,30.0,2.0,99.0,0.0,19.0,0.0,0.0,1.0,17.0,179.0
411,gujarat,2003,10.0,18.0,0.0,70.0,0.0,13.0,0.0,0.0,1.0,23.0,135.0
412,gujarat,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,haryana,2003,11.0,24.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,42.0,139.0
414,haryana,2003,1.0,11.0,0.0,13.0,0.0,9.0,3.0,0.0,0.0,6.0,43.0
415,haryana,2003,4.0,23.0,0.0,11.0,0.0,3.0,0.0,0.0,3.0,7.0,51.0
416,haryana,2003,7.0,19.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,4.0,47.0
417,haryana,2003,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0
418,himachal pradesh,2003,1.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,12.0
419,himachal pradesh,2003,2.0,15.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,8.0,36.0
420,himachal pradesh,2003,2.0,16.0,0.0,12.0,0.0,5.0,3.0,1.0,1.0,14.0,54.0
421,himachal pradesh,2003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0
422,jammu & kashmir,2003,0.0,1.0,0.0,38.0,0.0,2.0,0.0,0.0,0.0,3.0,44.0
423,jammu & kashmir,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,jammu & kashmir,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,jammu & kashmir,2003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
426,jammu & kashmir,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,jammu & kashmir,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,jharkhand,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,jharkhand,2003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
430,jharkhand,2003,6.0,8.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0
431,jharkhand,2003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
432,jharkhand,2003,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
433,jharkhand,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,karnataka,2003,11.0,5.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,26.0
435,karnataka,2003,8.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,19.0
436,karnataka,2003,1.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0
437,karnataka,2003,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0
438,karnataka,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0
439,karnataka,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,karnataka,2003,1.0,5.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,2.0,21.0
441,karnataka,2003,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,11.0
442,kerala,2003,2.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,15.0
443,kerala,2003,5.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,37.0
444,kerala,2003,6.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
445,kerala,2003,12.0,12.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,27.0,55.0
446,kerala,2003,6.0,16.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,8.0,43.0
447,madhya pradesh,2003,9.0,57.0,1.0,8.0,0.0,5.0,0.0,0.0,0.0,53.0,133.0
448,madhya pradesh,2003,12.0,126.0,0.0,40.0,0.0,9.0,9.0,11.0,0.0,39.0,246.0
449,madhya pradesh,2003,1.0,29.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,100.0,135.0
450,madhya pradesh,2003,11.0,29.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,49.0,103.0
451,madhya pradesh,2003,9.0,36.0,2.0,33.0,0.0,7.0,0.0,0.0,2.0,148.0,237.0
452,madhya pradesh,2003,47.0,39.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,14.0,114.0
453,madhya pradesh,2003,5.0,51.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,110.0,183.0
454,madhya pradesh,2003,18.0,61.0,0.0,22.0,0.0,10.0,0.0,1.0,0.0,64.0,176.0
455,madhya pradesh,2003,2.0,38.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,46.0,98.0
456,madhya pradesh,2003,13.0,80.0,1.0,14.0,2.0,25.0,2.0,0.0,0.0,383.0,520.0
457,madhya pradesh,2003,6.0,24.0,0.0,11.0,0.0,5.0,1.0,0.0,0.0,67.0,114.0
458,madhya pradesh,2003,11.0,82.0,4.0,34.0,1.0,14.0,1.0,0.0,1.0,205.0,353.0
459,madhya pradesh,2003,21.0,47.0,2.0,18.0,3.0,0.0,0.0,0.0,0.0,159.0,250.0
460,maharashtra,2003,20.0,30.0,0.0,11.0,0.0,11.0,0.0,0.0,3.0,11.0,86.0
461,maharashtra,2003,18.0,50.0,0.0,23.0,1.0,21.0,0.0,0.0,1.0,27.0,141.0
462,maharashtra,2003,15.0,51.0,0.0,24.0,0.0,2.0,4.0,0.0,1.0,46.0,143.0
463,maharashtra,2003,22.0,26.0,0.0,15.0,1.0,28.0,0.0,0.0,1.0,49.0,142.0
464,maharashtra,2003,14.0,114.0,1.0,45.0,0.0,7.0,0.0,0.0,3.0,52.0,236.0
465,maharashtra,2003,11.0,57.0,1.0,44.0,0.0,44.0,0.0,1.0,3.0,66.0,227.0
466,maharashtra,2003,17.0,65.0,2.0,23.0,1.0,35.0,7.0,0.0,0.0,41.0,191.0
467,maharashtra,2003,13.0,48.0,0.0,24.0,0.0,36.0,1.0,0.0,0.0,128.0,255.0
468,maharashtra,2003,29.0,62.0,0.0,33.0,2.0,33.0,0.0,1.0,1.0,34.0,195.0
469,maharashtra,2003,27.0,46.0,0.0,32.0,0.0,39.0,0.0,1.0,2.0,10.0,157.0
470,maharashtra,2003,20.0,56.0,0.0,63.0,0.0,23.0,8.0,0.0,0.0,42.0,212.0
471,maharashtra,2003,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,16.0
472,manipur,2003,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0
473,manipur,2003,1.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
474,manipur,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,meghalaya,2003,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
476,meghalaya,2003,13.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
477,mizoram,2003,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
478,mizoram,2003,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
479,nagaland,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,nagaland,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,nagaland,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,odisha,2003,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0
483,odisha,2003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
484,odisha,2003,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0
485,odisha,2003,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
486,odisha,2003,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
487,odisha,2003,1.0,24.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,2.0,47.0
488,odisha,2003,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
489,odisha,2003,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
490,odisha,2003,4.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
491,punjab,2003,6.0,13.0,3.0,28.0,0.0,2.0,0.0,0.0,0.0,8.0,60.0
492,punjab,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
493,punjab,2003,7.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
494,punjab,2003,4.0,20.0,2.0,34.0,0.0,7.0,0.0,0.0,0.0,7.0,74.0
495,punjab,2003,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
496,punjab,2003,6.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0
497,rajasthan,2003,3.0,14.0,0.0,21.0,0.0,22.0,0.0,0.0,1.0,1.0,62.0
498,rajasthan,2003,3.0,5.0,2.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,23.0
499,rajasthan,2003,2.0,1.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0
500,rajasthan,2003,2.0,6.0,1.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,36.0
501,rajasthan,2003,10.0,15.0,5.0,4.0,0.0,11.0,0.0,0.0,0.0,1.0,47.0
502,rajasthan,2003,2.0,8.0,0.0,3.0,0.0,13.0,0.0,0.0,1.0,0.0,27.0
503,rajasthan,2003,4.0,0.0,2.0,5.0,0.0,12.0,0.0,0.0,3.0,0.0,26.0
504,rajasthan,2003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
