,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
684,punjab,2004,9.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0
685,rajasthan,2004,3.0,22.0,0.0,43.0,0.0,12.0,0.0,0.0,0.0,0.0,80.0
686,rajasthan,2004,6.0,38.0,1.0,28.0,0.0,8.0,0.0,0.0,0.0,1.0,82.0
687,rajasthan,2004,1.0,2.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,16.0
688,rajasthan,2004,5.0,11.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,1.0,36.0
689,rajasthan,2004,4.0,28.0,9.0,22.0,0.0,17.0,1.0,1.0,0.0,3.0,86.0
690,rajasthan,2004,2.0,23.0,1.0,20.0,0.0,6.0,0.0,0.0,1.0,0.0,53.0
691,rajasthan,2004,0.0,10.0,3.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,25.0
692,rajasthan,2004,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0
693,rajasthan,2004,0.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0
694,sikkim,2004,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
695,tamil nadu,2004,5.0,23.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,7.0,47.0
696,tamil nadu,2004,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
697,tamil nadu,2004,9.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0
698,tamil nadu,2004,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,31.0
699,tamil nadu,2004,9.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
700,tamil nadu,2004,27.0,50.0,0.0,49.0,0.0,0.0,5.0,0.0,0.0,2.0,133.0
701,tamil nadu,2004,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0
702,tamil nadu,2004,5.0,31.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
703,tamil nadu,2004,2.0,8.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,31.0
704,tamil nadu,2004,7.0,14.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0
705,tripura,2004,5.0,28.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,59.0
706,uttar pradesh,2004,39.0,37.0,0.0,83.0,3.0,0.0,0.0,0.0,0.0,15.0,177.0
707,uttar pradesh,2004,34.0,15.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,7.0,96.0
708,uttar pradesh,2004,7.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,58.0
709,uttar pradesh,2004,47.0,25.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,12.0,148.0
710,uttar pradesh,2004,32.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,72.0
711,uttar pradesh,2004,33.0,9.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,12.0,95.0
712,uttar pradesh,2004,23.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0
713,uttar pradesh,2004,58.0,22.0,0.0,90.0,1.0,0.0,23.0,0.0,0.0,11.0,205.0
714,uttar pradesh,2004,40.0,33.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,9.0,124.0
715,uttar pradesh,2004,25.0,15.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,8.0,101.0
716,uttar pradesh,2004,13.0,30.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,19.0,104.0
717,uttar pradesh,2004,17.0,23.0,2.0,29.0,0.0,0.0,0.0,0.0,1.0,21.0,93.0
718,uttar pradesh,2004,13.0,17.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,61.0
719,uttar pradesh,2004,76.0,34.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,34.0,185.0
720,uttar pradesh,2004,25.0,29.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0
721,uttar pradesh,2004,14.0,30.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
722,uttar pradesh,2004,11.0,16.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,7.0,71.0
723,uttar pradesh,2004,21.0,27.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,30.0,114.0
724,uttarakhand,2004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
725,uttarakhand,2004,3.0,16.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,53.0
726,uttarakhand,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,uttarakhand,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
728,west bengal,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,11.0
729,west bengal,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,west bengal,2004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
731,west bengal,2004,2.0,19.0,0.0,48.0,0.0,0.0,10.0,3.0,0.0,43.0,134.0
732,west bengal,2004,0.0,0.0,0.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,41.0
733,west bengal,2004,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0
734,west bengal,2004,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0
735,a&n islands,2004,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0
736,chandigarh,2004,3.0,13.0,0.0,36.0,0.0,11.0,0.0,0.0,0.0,3.0,66.0
737,d&n haveli,2004,3.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
738,daman & diu,2004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
739,delhi,2004,48.0,212.0,4.0,443.0,0.0,46.0,0.0,0.0,0.0,144.0,897.0
740,delhi,2004,5.0,33.0,2.0,107.0,0.0,4.0,0.0,0.0,0.0,74.0,225.0
741,delhi,2004,21.0,107.0,2.0,163.0,0.0,14.0,0.0,0.0,0.0,34.0,341.0
742,delhi,2004,8.0,20.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,10.0,69.0
743,lakshadweep,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,puducherry,2004,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0
745,andhra pradesh,2005,10.0,38.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0
746,andhra pradesh,2005,15.0,36.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0
747,andhra pradesh,2005,9.0,74.0,0.0,66.0,0.0,75.0,9.0,2.0,5.0,17.0,257.0
748,andhra pradesh,2005,5.0,105.0,0.0,60.0,0.0,13.0,9.0,0.0,1.0,7.0,200.0
749,andhra pradesh,2005,11.0,10.0,1.0,7.0,0.0,11.0,29.0,0.0,2.0,0.0,71.0
750,andhra pradesh,2005,3.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0
751,andhra pradesh,2005,3.0,32.0,0.0,67.0,4.0,0.0,0.0,0.0,0.0,40.0,146.0
752,andhra pradesh,2005,1.0,18.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0
753,arunachal pradesh,2005,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
754,arunachal pradesh,2005,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
755,arunachal pradesh,2005,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
756,arunachal pradesh,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
757,assam,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,assam,2005,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
759,assam,2005,0.0,36.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0
760,assam,2005,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
761,assam,2005,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
762,assam,2005,4.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0
763,assam,2005,8.0,32.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,58.0,108.0
764,assam,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,bihar,2005,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
766,bihar,2005,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
767,bihar,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
768,bihar,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
769,bihar,2005,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
770,bihar,2005,1.0,2.0,0.0,13.0,0.0,0.0,3.0,0.0,1.0,0.0,20.0
771,bihar,2005,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
772,bihar,2005,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0
773,bihar,2005,1.0,3.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0
774,bihar,2005,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
775,bihar,2005,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
776,chhattisgarh,2005,3.0,25.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,31.0,90.0
777,chhattisgarh,2005,7.0,104.0,3.0,28.0,1.0,2.0,0.0,0.0,1.0,180.0,326.0
778,chhattisgarh,2005,6.0,37.0,0.0,15.0,0.0,1.0,0.0,0.0,2.0,57.0,118.0
779,chhattisgarh,2005,4.0,37.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,37.0,90.0
780,chhattisgarh,2005,17.0,178.0,2.0,42.0,7.0,1.0,0.0,0.0,0.0,122.0,369.0
781,chhattisgarh,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
782,goa,2005,4.0,15.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,21.0,53.0
783,gujarat,2005,9.0,21.0,3.0,40.0,0.0,24.0,0.0,0.0,3.0,83.0,183.0
784,gujarat,2005,19.0,10.0,0.0,54.0,0.0,23.0,0.0,0.0,10.0,25.0,141.0
785,gujarat,2005,8.0,9.0,0.0,2.0,0.0,10.0,12.0,0.0,6.0,17.0,64.0
786,gujarat,2005,10.0,6.0,0.0,34.0,0.0,20.0,0.0,0.0,0.0,11.0,81.0
787,gujarat,2005,6.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,4.0,17.0,47.0
788,gujarat,2005,15.0,19.0,1.0,82.0,1.0,27.0,0.0,0.0,0.0,26.0,171.0
789,gujarat,2005,5.0,18.0,0.0,63.0,0.0,21.0,0.0,0.0,2.0,14.0,123.0
790,gujarat,2005,4.0,3.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,9.0,26.0
791,haryana,2005,28.0,22.0,6.0,59.0,0.0,8.0,0.0,0.0,1.0,35.0,159.0
792,haryana,2005,0.0,7.0,1.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0
793,haryana,2005,3.0,44.0,1.0,12.0,0.0,9.0,0.0,0.0,5.0,12.0,86.0
794,haryana,2005,5.0,53.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,7.0,87.0
795,haryana,2005,2.0,5.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,3.0,19.0
796,haryana,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,himachal pradesh,2005,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,10.0
798,himachal pradesh,2005,4.0,24.0,0.0,27.0,0.0,2.0,0.0,0.0,1.0,4.0,62.0
799,himachal pradesh,2005,0.0,28.0,1.0,10.0,0.0,8.0,0.0,0.0,2.0,4.0,53.0
800,himachal pradesh,2005,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
801,jammu & kashmir,2005,0.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
802,jammu & kashmir,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,jammu & kashmir,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,jammu & kashmir,2005,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
805,jammu & kashmir,2005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
806,jammu & kashmir,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,jharkhand,2005,4.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0
808,jharkhand,2005,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0
809,jharkhand,2005,11.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,23.0
810,jharkhand,2005,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0
811,jharkhand,2005,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0
812,jharkhand,2005,7.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,24.0
813,karnataka,2005,13.0,8.0,0.0,11.0,0.0,4.0,0.0,0.0,1.0,5.0,42.0
814,karnataka,2005,1.0,1.0,0.0,2.0,0.0,14.0,0.0,0.0,1.0,0.0,19.0
815,karnataka,2005,19.0,24.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,54.0
816,karnataka,2005,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
817,karnataka,2005,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0
818,karnataka,2005,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
819,karnataka,2005,11.0,10.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,31.0
820,karnataka,2005,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0
821,kerala,2005,2.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0
822,kerala,2005,15.0,45.0,0.0,18.0,0.0,1.0,1.0,0.0,3.0,39.0,122.0
823,kerala,2005,11.0,18.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,27.0,72.0
824,kerala,2005,11.0,31.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,20.0,71.0
825,kerala,2005,6.0,35.0,1.0,8.0,1.0,2.0,12.0,0.0,0.0,35.0,100.0
826,madhya pradesh,2005,13.0,75.0,1.0,16.0,0.0,5.0,0.0,0.0,3.0,76.0,189.0
827,madhya pradesh,2005,16.0,147.0,0.0,32.0,0.0,13.0,1.0,0.0,2.0,244.0,455.0
828,madhya pradesh,2005,1.0,26.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,123.0,157.0
829,madhya pradesh,2005,7.0,96.0,0.0,43.0,1.0,5.0,0.0,0.0,1.0,51.0,204.0
830,madhya pradesh,2005,12.0,56.0,0.0,20.0,2.0,8.0,1.0,0.0,0.0,170.0,269.0
831,madhya pradesh,2005,10.0,10.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,533.0,562.0
832,madhya pradesh,2005,19.0,40.0,0.0,31.0,2.0,4.0,0.0,0.0,2.0,223.0,321.0
833,madhya pradesh,2005,16.0,89.0,0.0,24.0,0.0,9.0,0.0,0.0,0.0,86.0,224.0
834,madhya pradesh,2005,4.0,52.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,184.0,256.0
835,madhya pradesh,2005,15.0,96.0,1.0,9.0,0.0,34.0,2.0,0.0,2.0,177.0,336.0
836,madhya pradesh,2005,8.0,29.0,0.0,3.0,0.0,4.0,0.0,0.0,6.0,85.0,135.0
837,madhya pradesh,2005,13.0,76.0,5.0,21.0,0.0,8.0,0.0,0.0,1.0,173.0,297.0
838,madhya pradesh,2005,16.0,78.0,4.0,17.0,2.0,0.0,0.0,0.0,0.0,199.0,316.0
839,maharashtra,2005,20.0,53.0,0.0,28.0,0.0,16.0,0.0,0.0,1.0,25.0,143.0
840,maharashtra,2005,20.0,43.0,0.0,33.0,0.0,34.0,0.0,0.0,0.0,5.0,135.0
841,maharashtra,2005,10.0,59.0,1.0,26.0,0.0,13.0,0.0,0.0,1.0,42.0,152.0
842,maharashtra,2005,19.0,23.0,0.0,18.0,0.0,42.0,0.0,0.0,1.0,9.0,112.0
843,maharashtra,2005,17.0,79.0,1.0,41.0,1.0,11.0,2.0,0.0,2.0,178.0,333.0
844,maharashtra,2005,15.0,85.0,0.0,77.0,0.0,50.0,0.0,0.0,3.0,79.0,309.0
845,maharashtra,2005,22.0,50.0,1.0,29.0,0.0,34.0,0.0,0.0,1.0,76.0,213.0
846,maharashtra,2005,24.0,61.0,0.0,56.0,0.0,35.0,0.0,0.0,7.0,185.0,373.0
847,maharashtra,2005,25.0,62.0,0.0,30.0,1.0,27.0,1.0,0.0,1.0,17.0,164.0
848,maharashtra,2005,16.0,44.0,0.0,22.0,8.0,33.0,2.0,0.0,1.0,26.0,152.0
849,maharashtra,2005,4.0,34.0,1.0,48.0,1.0,21.0,0.0,1.0,3.0,47.0,160.0
850,maharashtra,2005,0.0,41.0,0.0,12.0,0.0,5.0,0.0,0.0,1.0,0.0,59.0
851,manipur,2005,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
852,manipur,2005,2.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
853,manipur,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,meghalaya,2005,2.0,14.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,6.0,30.0
855,meghalaya,2005,7.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
856,mizoram,2005,13.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
857,mizoram,2005,11.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
858,nagaland,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,nagaland,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,nagaland,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,odisha,2005,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0
862,odisha,2005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
863,odisha,2005,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0
864,odisha,2005,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
865,odisha,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,odisha,2005,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
867,odisha,2005,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0
868,odisha,2005,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
869,odisha,2005,2.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
870,punjab,2005,8.0,17.0,0.0,26.0,0.0,5.0,2.0,0.0,2.0,21.0,81.0
871,punjab,2005,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
872,punjab,2005,2.0,11.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,5.0,31.0
873,punjab,2005,11.0,16.0,8.0,25.0,0.0,2.0,0.0,0.0,1.0,7.0,70.0
874,punjab,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
875,punjab,2005,5.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0
876,rajasthan,2005,8.0,43.0,2.0,17.0,0.0,7.0,0.0,0.0,0.0,0.0,77.0
877,rajasthan,2005,16.0,22.0,0.0,35.0,0.0,9.0,0.0,0.0,0.0,0.0,82.0
878,rajasthan,2005,1.0,42.0,3.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,55.0
879,rajasthan,2005,4.0,21.0,1.0,4.0,0.0,21.0,1.0,1.0,0.0,5.0,58.0
880,rajasthan,2005,12.0,46.0,1.0,32.0,0.0,27.0,0.0,0.0,1.0,1.0,120.0
881,rajasthan,2005,11.0,33.0,0.0,26.0,0.0,19.0,0.0,0.0,1.0,0.0,90.0
882,rajasthan,2005,0.0,20.0,3.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,36.0
883,rajasthan,2005,3.0,16.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,1.0,49.0
884,rajasthan,2005,2.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0
885,sikkim,2005,1.0,14.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,25.0
886,tamil nadu,2005,12.0,34.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0
887,tamil nadu,2005,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
888,tamil nadu,2005,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0
889,tamil nadu,2005,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0
890,tamil nadu,2005,9.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,36.0
891,tamil nadu,2005,1.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0
892,tamil nadu,2005,4.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,32.0
893,tamil nadu,2005,5.0,14.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0
894,tamil nadu,2005,7.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0
895,tamil nadu,2005,5.0,11.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,7.0,40.0
896,tripura,2005,1.0,20.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0
897,uttar pradesh,2005,25.0,31.0,0.0,88.0,1.0,0.0,0.0,0.0,1.0,16.0,162.0
898,uttar pradesh,2005,23.0,15.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,14.0,121.0
899,uttar pradesh,2005,8.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,14.0,55.0
900,uttar pradesh,2005,29.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,25.0,158.0
901,uttar pradesh,2005,21.0,16.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,67.0
902,uttar pradesh,2005,25.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0
903,uttar pradesh,2005,21.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,36.0,74.0
904,uttar pradesh,2005,20.0,27.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,15.0,132.0
905,uttar pradesh,2005,16.0,35.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0
906,uttar pradesh,2005,15.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,14.0,56.0
907,uttar pradesh,2005,13.0,18.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,19.0,96.0
908,uttar pradesh,2005,20.0,25.0,0.0,39.0,0.0,0.0,3.0,0.0,0.0,5.0,92.0
909,uttar pradesh,2005,14.0,11.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,12.0,68.0
910,uttar pradesh,2005,74.0,34.0,0.0,73.0,1.0,0.0,0.0,0.0,0.0,18.0,200.0
911,uttar pradesh,2005,16.0,18.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,9.0,68.0
912,uttar pradesh,2005,15.0,22.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
913,uttar pradesh,2005,20.0,37.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,17.0,135.0
914,uttar pradesh,2005,15.0,19.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,20.0,92.0
915,uttarakhand,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
916,uttarakhand,2005,6.0,17.0,0.0,39.0,0.0,0.0,9.0,0.0,0.0,0.0,71.0
917,uttarakhand,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,uttarakhand,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
919,west bengal,2005,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,18.0
920,west bengal,2005,0.0,0.0,0.0,18.0,1.0,0.0,8.0,2.0,0.0,0.0,30.0
921,west bengal,2005,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
922,west bengal,2005,2.0,6.0,0.0,45.0,0.0,0.0,10.0,3.0,0.0,57.0,124.0
923,west bengal,2005,0.0,0.0,0.0,27.0,0.0,0.0,1.0,19.0,2.0,0.0,49.0
924,west bengal,2005,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
925,west bengal,2005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0
926,a&n islands,2005,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0
927,chandigarh,2005,3.0,21.0,0.0,23.0,0.0,7.0,0.0,0.0,0.0,3.0,57.0
928,d&n haveli,2005,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
929,daman & diu,2005,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
930,delhi,2005,38.0,257.0,4.0,580.0,0.0,63.0,0.0,0.0,0.0,218.0,1177.0
931,delhi,2005,10.0,37.0,2.0,115.0,0.0,10.0,0.0,0.0,0.0,72.0,247.0
932,delhi,2005,17.0,151.0,0.0,273.0,0.0,18.0,0.0,0.0,0.0,78.0,537.0
933,delhi,2005,3.0,25.0,0.0,46.0,0.0,3.0,0.0,0.0,0.0,14.0,91.0
934,lakshadweep,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,puducherry,2005,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
