154,madhya pradesh,2005,150.0,870.0,12.0,240.0,7.0,95.0,4.0,0.0,18.0,2324.0,3721.0,62.932000000000244
155,maharashtra,2005,192.0,634.0,4.0,420.0,11.0,321.0,5.0,1.0,22.0,689.0,2305.0,78.52628571428568
156,manipur,2005,3.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,73.43257142857169
157,meghalaya,2005,9.0,51.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,6.0,81.0,66.08897142857063
158,mizoram,2005,24.0,37.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.05514285714344
159,nagaland,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.14342857142856
160,odisha,2005,10.0,28.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,86.0,64.0760000000007
161,punjab,2005,26.0,51.0,12.0,59.0,0.0,13.0,2.0,0.0,11.0,36.0,210.0,71.65880000000061
162,rajasthan,2005,57.0,246.0,10.0,132.0,0.0,123.0,1.0,1.0,3.0,7.0,580.0,58.343428571428376
163,sikkim,2005,1.0,14.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,25.0,74.48880000000008
164,tamil nadu,2005,54.0,115.0,0.0,69.0,1.0,6.0,0.0,0.0,4.0,39.0,288.0,75.60851428571527
165,tripura,2005,1.0,20.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,79.31080000000111
166,uttar pradesh,2005,390.0,394.0,0.0,749.0,2.0,0.0,3.0,0.0,4.0,259.0,1801.0,58.12714285714242
167,uttarakhand,2005,6.0,18.0,0.0,41.0,0.0,0.0,9.0,0.0,0.0,2.0,76.0,73.03857142857169
168,west bengal,2005,2.0,6.0,0.0,102.0,1.0,0.0,20.0,44.0,2.0,57.0,236.0,70.63857142857137
169,a&n islands,2005,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,84.23599999999851
170,chandigarh,2005,3.0,21.0,0.0,23.0,0.0,7.0,0.0,0.0,0.0,3.0,57.0,83.5792000000007
171,d&n haveli,2005,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64.85500000000002
172,daman & diu,2005,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,82.00666666666666
